,best_param,train_loss,test_loss
0,88,0.17168593707986018,0.18064516129032257
1,88,0.17101371336380747,0.17204301075268819
2,82,0.18217262705028234,0.17849462365591398
3,94,0.17787039526754503,0.2021505376344086
4,82,0.16133369185264856,0.18978494623655914
5,76,0.1727614950255445,0.17526881720430107
6,82,0.15474589943533207,0.1553763440860215
7,98,0.16133369185264856,0.15698924731182795
8,64,0.16267813928475397,0.16021505376344086
9,92,0.15985479967733263,0.16075268817204302
10,94,0.15730034955633235,0.16720430107526882
11,74,0.19225598279107287,0.19462365591397848
12,74,0.1707448238773864,0.16720430107526882
13,70,0.18002151115891368,0.17903225806451614
14,90,0.15340145200322666,0.1489247311827957
15,70,0.1874159720354934,0.17526881720430107
16,78,0.169400376445281,0.1817204301075269
17,70,0.17222371605270234,0.15806451612903225
18,96,0.16133369185264856,0.17150537634408602
19,90,0.15528367840817425,0.16774193548387098
