,best_param,train_loss,test_loss
0,6,0.35721968271040605,0.3704301075268817
1,7,0.3086851304114009,0.32903225806451614
2,6,0.438558752352783,0.43870967741935485
3,5,0.3037106749126109,0.3102150537634409
4,7,0.2920139822532939,0.2967741935483871
5,7,0.4228287173971498,0.42096774193548386
6,7,0.38222640494756654,0.3913978494623656
7,7,0.33705297122882494,0.3258064516129032
8,6,0.3834364076364614,0.39731182795698927
9,6,0.34901855337456306,0.3446236559139785
10,7,0.3312718472707717,0.3370967741935484
11,7,0.3599085775746168,0.3618279569892473
12,7,0.46437214304920676,0.49193548387096775
13,7,0.3558752352783006,0.39623655913978495
14,7,0.41180424845388547,0.3951612903225806
15,7,0.3116429147620328,0.3139784946236559
16,7,0.36461414358698574,0.38924731182795697
17,7,0.3078784619521377,0.31344086021505374
18,6,0.4807744017208927,0.482258064516129
19,7,0.4132831406292014,0.4182795698924731
